# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 13038
#
# Samples: 1M of event 'cycles:ppp'
# Event count (approx.): 1673722509155
#
# Overhead  Command      Shared Object           Symbol                                                                                         
# ........  ...........  ......................  ...............................................................................................................................................................
#
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061bb18                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] init_emit_regs                                                                                                                                             
     0.00%  lto1-ltrans  lto1                    [.] first_stmt                                                                                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] reg_nonzero_bits_general                                                                                                                                   
     0.00%  lto1-ltrans  lto1                    [.] realloc_bb_state_array                                                                                                                                     
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008677ca                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069b2c3                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] bitmap_gc_alloc_stat                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000092eff9                                                                                                                                         
     0.00%  as           libbfd-2.25.1.so        [.] bfd_get_section_by_name_if                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b8186d                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] (anonymous namespace)::pass_reorder_blocks::gate                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000972f50                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771a4d908                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bf5ec3                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] create_output_block                                                                                                                                        
     0.00%  lto1-ltrans  lto1                    [.] round_up_loc                                                                                                                                               
     0.00%  lto1-wpa     lto1                    [.] inline_update_overall_summary                                                                                                                              
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009334b0                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] ext4_has_free_clusters                                                                                                                                     
     0.00%  lto1-wpa     lto1                    [.] lto_obj_begin_section                                                                                                                                      
     0.00%  lto1-ltrans  lto1                    [.] move_allocno_live_ranges                                                                                                                                   
     0.00%  lto1-ltrans  lto1                    [.] and_var_with_comparison                                                                                                                                    
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000fdad38                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000adb796                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000f02da4                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] set_mem_attributes                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] generic_simplify                                                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006f5159                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] std_pt_solution_empty_p                                                                                                                                    
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bf77f9                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] gen_jump                                                                                                                                                   
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061ae33                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069813c                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] __rb_insert_augmented                                                                                                                                      
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061b5b6                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000090858b                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000907857                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000616f7e                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000882a84                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000a66bad                                                                                                                                         
     0.00%  lto1-wpa     libc-2.23.so            [.] __strncmp_sse42                                                                                                                                            
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000602bc4                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000619951                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ad75ae                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000076e317                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] fput                                                                                                                                                       
     0.00%  lto1-wpa     lto1                    [.] odr_subtypes_equivalent_p                                                                                                                                  
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f46f66                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] default_eh_return_filter_mode                                                                                                                              
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771a4d729                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] gt_clear_caches_gt_emit_rtl_h                                                                                                                              
     0.00%  lto1-ltrans  [nvidia]                [k] 0x0000000000525e70                                                                                                                                         
     0.00%  lto1-ltrans  libgmp.so.10.3.1        [.] __gmpz_cmp                                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000096f0be                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061a605                                                                                                                                         
     0.00%  ld           [kernel.vmlinux]        [k] ahci_qc_issue                                                                                                                                              
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] enqueue_task_fair                                                                                                                                          
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bf59b6                                                                                                                                         
     0.00%  as           [unknown]               [k] 0x0000000000424bd4                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] lock_timer_base.isra.22                                                                                                                                    
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000093329a                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] chainon                                                                                                                                                    
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e9485b                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] lto_location_cache::accept_location_cache                                                                                                                  
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000882753                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000085a8f4                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] copy_node_stat                                                                                                                                             
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fb46c                                                                                                                                         
     0.00%  lto-wrapper  [kernel.vmlinux]        [k] delete_from_page_cache                                                                                                                                     
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000be4f75                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061b989                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008749d4                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061af55                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061be0e                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000adbe1d                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000613850                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e898c8                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000613905                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000843ed8                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x00007fe1a6f71b66                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069afd6                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000882a81                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000093275a                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fb5e0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000072e302                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000682790                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bf0bc6                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009280a7                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] is_gimple_condexpr                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000804f36                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061c466                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] canonicalize_component_ref                                                                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] true_dependence                                                                                                                                            
     0.00%  lto1-wpa     lto1                    [.] fold_comparison                                                                                                                                            
     0.00%  lto1-ltrans  lto1                    [.] force_gimple_operand_gsi_1                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006f79b2                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] inverted_post_order_compute                                                                                                                                
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f431c3                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] cgraph_node::only_called_directly_p                                                                                                                        
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000b1f231                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009e2908                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000875282                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] replace_exp                                                                                                                                                
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000681bb6                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000619244                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000076e4d0                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] (anonymous namespace)::pass_stack_adjustments::gate                                                                                                        
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000615ae7                                                                                                                                         
     0.00%  ld           [kernel.vmlinux]        [k] page_fault                                                                                                                                                 
     0.00%  lto1-wpa     lto1                    [.] assign_dfs_numbers                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b6f1f6                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] prepend_path                                                                                                                                               
     0.00%  lto1-ltrans  lto1                    [.] hash_table<freeing_string_slot_hasher, xcallocator, false>::expand                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] loc_equivalence_callback                                                                                                                                   
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000727391                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] output_128                                                                                                                                                 
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] ___slab_alloc                                                                                                                                              
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ad7491                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fd2f3                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fda19                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] default_have_conditional_execution                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] gimple_get_virt_method_for_vtable                                                                                                                          
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000005e7344                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] push_to_sequence                                                                                                                                           
     0.00%  lto1-ltrans  lto1                    [.] idx_record_use                                                                                                                                             
     0.00%  lto1-ltrans  lto1                    [.] rtl_make_eh_edge                                                                                                                                           
     0.00%  lto1-wpa     [unknown]               [k] 0x00000000008072b1                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061af67                                                                                                                                         
     0.00%  lto1-ltrans  libc-2.23.so            [.] __gettext                                                                                                                                                  
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000adb8a1                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000761fcb                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061c5f0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000070f418                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] layout_type                                                                                                                                                
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000085e594                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b85f70                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061cba3                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000a9b9d5                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000eb25f6                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] init_elim_table                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006377ae                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] ktime_get_update_offsets_now                                                                                                                               
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069b330                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000968385                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000683bf9                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] sys_munmap                                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000085d460                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] sra_deinitialize                                                                                                                                           
     0.00%  lto1-wpa     lto1                    [.] tree_fits_uhwi_p                                                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f47e1a                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771a4d838                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069983d                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] canonicalize_loop_induction_variables                                                                                                                      
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008b7710                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] __alloc_fd                                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009066c1                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ebc098                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000aa87e7                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000085b7ae                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f42ded                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000068c088                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] create_tmp_var                                                                                                                                             
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ae9ee0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009d8cf3                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006fceaf                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061ad89                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ac4980                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e9a7f4                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b6bdc7                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] fold_binary_loc                                                                                                                                            
     0.00%  lto1-ltrans  lto1                    [.] set_use_iv_cost                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061a569                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061b2b7                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] concat                                                                                                                                                     
     0.00%  lto1-ltrans  lto1                    [.] copy_freq_compare_func                                                                                                                                     
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ea3a07                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000691a32                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061c768                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] get_unmapped_area                                                                                                                                          
     0.00%  lto1-ltrans  lto1                    [.] (anonymous namespace)::pass_build_ealias::gate                                                                                                             
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000aaf000                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000937401                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fd60b                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] sched_extend_bb                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ec095d                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008e2db7                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000c336a3                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] handle_lhs_call                                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fdd33                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] get_unmapped_area                                                                                                                                          
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000085a63c                                                                                                                                         
     0.00%  ld           [kernel.vmlinux]        [k] restore_regs_and_iret                                                                                                                                      
     0.00%  lto1-ltrans  lto1                    [.] wi::ltu_p<generic_wide_int<fixed_wide_int_storage<128> >, generic_wide_int<wi::extended_tree<128> > >                                                      
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000619934                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] ipa_icf::sem_variable::equals_wpa                                                                                                                          
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] page_mapping                                                                                                                                               
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006ef4f7                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] ext4_es_can_be_merged                                                                                                                                      
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] tlb_flush_mmu_free                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ebff1e                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] get_max_insn_count                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f3771a0d4a0                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] gt_ggc_mx_vec_constructor_elt_va_gc_                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000067e69d                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000aa59bb                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] ix86_reassociation_width                                                                                                                                   
     0.00%  lto1-wpa     lto1                    [.] hash_table<hash_set<type_pair, pair_traits>::hash_entry, xcallocator, true>::~hash_table                                                                   
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fe5cb                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] df_clear_bb_dirty                                                                                                                                          
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006998a4                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] simple_move_operand                                                                                                                                        
     0.00%  lto1-wpa     [unknown]               [k] 0x00000000007eae79                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000875a47                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] expand_builtin_eh_copy_values                                                                                                                              
     0.00%  lto1-ltrans  lto1                    [.] create_cand                                                                                                                                                
