# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 2536
#
# Samples: 142K of event 'cycles:ppp'
# Event count (approx.): 130516835553
#
# Overhead  Command      Shared Object           Symbol                                                                                         
# ........  ...........  ......................  ...............................................................................................................................................................
#
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] fsnotify                                                                                                                                                   
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ae6890                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] try_widen_shift_mode                                                                                                                                       
     0.00%  lto1-ltrans  lto1                    [.] hash_table<decl_state_hasher, xcallocator, true>::expand                                                                                                   
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000fda1ce                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000eaf9d9                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000067e686                                                                                                                                         
     0.00%  as           as                      [.] symbol_resolved_p                                                                                                                                          
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009333e7                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] prototype_p                                                                                                                                                
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b0c90f                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] fini_ssanames                                                                                                                                              
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b95a7c                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f42f9d                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] sched_rgn_local_init                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061af53                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b871b0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000907831                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ac13a0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000697411                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000082a3ef                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000619c2c                                                                                                                                         
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] find_get_pages_tag                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006f5273                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000092fda7                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] htab_create_typed_alloc                                                                                                                                    
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000a41248                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x00007f9470b4917b                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bc45c0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000add087                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000930350                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] add_equivalence                                                                                                                                            
     0.00%  lto1-ltrans  lto1                    [.] set_initial_label_offsets                                                                                                                                  
     0.00%  lto1-ltrans  lto1                    [.] finished_with_expr                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] create_add_ssa_cand                                                                                                                                        
     0.00%  as           as                      [.] frag_wane                                                                                                                                                  
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ea9646                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f110293e8ec                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fd74e                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] (anonymous namespace)::pass_ipa_profile::execute                                                                                                           
     0.00%  lto1-ltrans  lto1                    [.] make_forwarder_block                                                                                                                                       
     0.00%  lto1-ltrans  lto1                    [.] bp_unpack_var_len_int                                                                                                                                      
     0.00%  lto1-ltrans  lto1                    [.] sort_by_operand_rank                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061adc2                                                                                                                                         
     0.00%  ld           [unknown]               [k] 0x00007f14d780deeb                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] ipa_icf_gimple::func_checker::func_checker                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000695b9f                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] hash_table<int_cst_hasher, xcallocator, true>::expand                                                                                                      
     0.00%  lto1-ltrans  lto1                    [.] gimple_build_cond                                                                                                                                          
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] dec_zone_page_state                                                                                                                                        
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061a6f1                                                                                                                                         
     0.00%  ld           [kernel.vmlinux]        [k] free_pages_and_swap_cache                                                                                                                                  
     0.00%  lto1-ltrans  lto1                    [.] wi::ctz                                                                                                                                                    
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009e6fb2                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000931fc6                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b03f73                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] (anonymous namespace)::pass_duplicate_computed_gotos::gate                                                                                                 
     0.00%  lto1-wpa     [unknown]               [k] 0x00000000008827c8                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f48350                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e01a0b                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000843ed0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bd1310                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fd69f                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000a54626                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000874e80                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] gimple_canonical_type_eq                                                                                                                                   
     0.00%  lto1-ltrans  lto1                    [.] hash_table<mem_ref_hasher, xcallocator, false>::find_with_hash                                                                                             
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061ce03                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] do_wp_page                                                                                                                                                 
     0.00%  ld           libbfd-2.25.1.so        [.] bfd_sym_from_r_symndx                                                                                                                                      
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ea6644                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] extract_cond_operands                                                                                                                                      
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fbe40                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000616470                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000acd9e4                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000adfc63                                                                                                                                         
     0.00%  as           libbfd-2.25.1.so        [.] _bfd_elf_get_special_section                                                                                                                               
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bf77f4                                                                                                                                         
     0.00%  as           [kernel.vmlinux]        [k] _raw_spin_trylock                                                                                                                                          
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000eaa02c                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000068277d                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] process_pending_assemble_externals                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] is_too_expensive                                                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bf58be                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] update_curr                                                                                                                                                
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000698530                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bfa029                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] simplify_gen_ternary                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f422c9                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000affeb0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000681ec5                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000007e23eb                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000092f165                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000fdacce                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069b2c7                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000092fdef                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000eb3430                                                                                                                                         
     0.00%  as           [kernel.vmlinux]        [k] trigger_load_balance                                                                                                                                       
     0.00%  lto-wrapper  [kernel.vmlinux]        [k] mem_cgroup_begin_page_stat                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ea825f                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000664830                                                                                                                                         
     0.00%  lto1-wpa     libc-2.23.so            [.] strrchr                                                                                                                                                    
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fe573                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061be0e                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008e7f00                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b5f9d1                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] component_ref_field_offset                                                                                                                                 
     0.00%  lto1-wpa     [unknown]               [k] 0x00007f9470b03c40                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] lto_free_function_in_decl_state_for_node                                                                                                                   
     0.00%  as           as                      [.] S_IS_WEAKREFR                                                                                                                                              
     0.00%  ld           libbfd-2.25.1.so        [.] _bfd_elf_copy_obj_attributes                                                                                                                               
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006513d0                                                                                                                                         
     0.00%  ld           [kernel.vmlinux]        [k] __percpu_counter_add                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009bf549                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e73a5f                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006998cd                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006f502a                                                                                                                                         
     0.00%  ld           libbfd-2.25.1.so        [.] bfd_elf_sym_name                                                                                                                                           
     0.00%  lto1-wpa     lto1                    [.] ggc_round_alloc_size                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fe0c6                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000693a90                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] determine_max_movement                                                                                                                                     
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000eb32ac                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000b1f265                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069039c                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] deps_pools_are_empty_p                                                                                                                                     
     0.00%  lto1-ltrans  lto1                    [.] lower_bound_in_type                                                                                                                                        
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] __wake_up                                                                                                                                                  
     0.00%  lto1-ltrans  lto1                    [.] gen_rtx_REG_offset                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] insert_init_debug_bind                                                                                                                                     
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000eb40f3                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] clear_pending_stack_adjust                                                                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] default_function_pro_epilogue                                                                                                                              
     0.00%  lto1-wpa     lto1                    [.] ipa_icf::sem_item_optimizer::subdivide_classes_by_equality                                                                                                 
     0.00%  lto1-ltrans  lto1                    [.] extend_mask                                                                                                                                                
     0.00%  lto1-wpa     [unknown]               [k] 0x00007f9470b4e170                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] emit_label                                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000e8bd2e                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000602f32                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008311ef                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] strlen_dom_walker::after_dom_children                                                                                                                      
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000b1f826                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f47c6a                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000a5b2b9                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000873b27                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fdb84                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] ix86_modes_tieable_p                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000068f885                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061c568                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] vn_valueize                                                                                                                                                
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ef504e                                                                                                                                         
     0.00%  ld           libbfd-2.25.1.so        [.] _bfd_elf_write_section_eh_frame                                                                                                                            
     0.00%  lto1-ltrans  lto1                    [.] insn_dominated_by_p                                                                                                                                        
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000935384                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000082f9a9                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] create_expression_by_pieces                                                                                                                                
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000683eeb                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000874a8b                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000eb0b9e                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000abde2d                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] native_iret                                                                                                                                                
     0.00%  lto1-ltrans  lto1                    [.] gt_ggc_mx                                                                                                                                                  
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000088548c                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000bf5c74                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000683ac0                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] __wake_up_common                                                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000846fc1                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000625970                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000067e6aa                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000843dbe                                                                                                                                         
     0.00%  lto1-ltrans  libgmp.so.10.3.1        [.] __gmpz_set_ui                                                                                                                                              
     0.00%  lto1-wpa     lto1                    [.] lto_delete_out_decl_state                                                                                                                                  
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] raw_rcv                                                                                                                                                    
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000006967a8                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ea3bb4                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000962f29                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] is_gimple_min_lval                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f110294ee92                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000905782                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] gimple_duplicate_bb                                                                                                                                        
     0.00%  lto1-ltrans  [kernel.vmlinux]        [k] wp_page_copy.isra.86                                                                                                                                       
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000063ad2f                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009320ab                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] tree_strip_sign_nop_conversions                                                                                                                            
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069b323                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fab3e                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] (anonymous namespace)::pass_complete_unrolli::gate                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] referenced_from_other_partition_p                                                                                                                          
     0.00%  lto1-wpa     lto1                    [.] memcpy@plt                                                                                                                                                 
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069b20c                                                                                                                                         
     0.00%  lto1-ltrans  [nvidia]                [k] _nv021160rm                                                                                                                                                
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000612e48                                                                                                                                         
     0.00%  lto1-wpa     [unknown]               [k] 0x0000000000fd7db0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000d840bc                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000009bf1ab                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000082f0f8                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000b85fe0                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008fd69c                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x00000000008e2b2a                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000061b41e                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000f40e92                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000093328c                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] check_cond_move_block                                                                                                                                      
     0.00%  lto1-wpa     lto1                    [.] tree_fits_shwi_p                                                                                                                                           
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000076e4d0                                                                                                                                         
     0.00%  lto1-ltrans  lto1                    [.] hash_table<const_int_hasher, xcallocator, true>::expand                                                                                                    
     0.00%  lto1-ltrans  lto1                    [.] copy_bb_p                                                                                                                                                  
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000ea7f27                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] find_get_entry                                                                                                                                             
     0.00%  lto1-ltrans  [unknown]               [k] 0x00007f1102a0ea63                                                                                                                                         
     0.00%  lto1-wpa     [kernel.vmlinux]        [k] calc_global_load_tick                                                                                                                                      
     0.00%  lto1-wpa     libc-2.23.so            [.] __mmap64                                                                                                                                                   
     0.00%  lto1-ltrans  [unknown]               [k] 0x0000000000760db3                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069b725                                                                                                                                         
     0.00%  lto1-ltrans  [unknown]               [k] 0x000000000069a9a1                                                                                                                                         
     0.00%  lto1-wpa     lto1                    [.] possible_polymorphic_call_target_p                                                                                                                         
